Comp Depth [cm],Al, Si, P, S, Ar, K, Ca, Ti, Mn, Fe, Ni, Rb,  Zr, Ca_Ti, Si_Ti, Zr_Ti, Ni_Ti, Fe_Ti, Al_Ti, K_Ti, Rb_K,core name
670.5,1168,11161,0,87,9693,96595,1012404,40641,6347,157606,1467,2797,1008,24.91090278,0.274624148,0.024802539,0.036096553,3.87800497,0.02873945,2.376786989,0.02895595,HIBO19-A-3-2
671,1206,10938,0,0,9579,95488,961754,40902,6949,169105,1156,2685,814,23.51361792,0.267419686,0.019901227,0.028262677,4.134394406,0.029485111,2.334555767,0.028118716,HIBO19-A-3-2
671.5,1026,9469,0,115,10111,86767,1081413,35894,6959,148188,1206,2309,758,30.1279601,0.263804536,0.021117736,0.03359893,4.128489441,0.028584164,2.417312086,0.0266115,HIBO19-A-3-2
672,1092,10445,0,0,9822,96467,967231,37146,5566,146795,1289,2769,612,26.03863135,0.281187746,0.016475529,0.03470091,3.951838691,0.029397513,2.596968718,0.028704116,HIBO19-A-3-2
672.5,1044,10010,0,0,9747,92045,1053696,36768,5193,145339,1077,2538,587,28.65796345,0.272247607,0.01596497,0.029291775,3.952866623,0.028394256,2.503399695,0.027573469,HIBO19-A-3-2
673,1192,10503,0,0,9649,92135,1022131,38419,5614,149338,939,2617,908,26.60483094,0.273380359,0.023634139,0.024441032,3.887087118,0.031026315,2.398162368,0.028403972,HIBO19-A-3-2
673.5,1188,10927,0,22,9815,100778,964784,37852,5804,153096,1116,2853,991,25.48832294,0.288676952,0.026180915,0.029483251,4.044594737,0.031385396,2.662422065,0.02830975,HIBO19-A-3-2
674,930,9854,0,0,10006,84505,1176195,34719,5896,145160,1340,2605,1094,33.87755984,0.283821539,0.031510124,0.038595582,4.180995996,0.026786486,2.433969872,0.030826578,HIBO19-A-3-2
674.5,1136,10872,0,12,9866,89005,1018106,38234,5122,161617,1233,2677,1176,26.62828896,0.28435424,0.030757964,0.032248784,4.227049223,0.029711775,2.327901867,0.030076962,HIBO19-A-3-2
675,995,10211,0,8,10052,84538,1172334,36756,4612,145593,1347,2307,814,31.89503754,0.277804984,0.022146044,0.036647078,3.961067581,0.02707041,2.299978235,0.027289503,HIBO19-A-3-2
675.5,1067,10002,0,0,9950,87014,1159800,35654,5980,143087,1032,2379,355,32.52930947,0.280529534,0.009956807,0.028944859,4.013210299,0.029926516,2.440511584,0.027340428,HIBO19-A-3-2
676,975,9733,0,43,9768,86860,1168437,35149,6420,144294,1283,2428,793,33.24239665,0.276906882,0.022561097,0.03650175,4.105209252,0.027739054,2.47119406,0.027953028,HIBO19-A-3-2
676.5,1027,10252,0,56,9837,89516,967847,39285,5903,176836,1134,2652,1009,24.63655339,0.260964745,0.025684103,0.028865979,4.501361843,0.026142293,2.278630521,0.029625989,HIBO19-A-3-2
677,1122,10652,0,0,9922,89860,1126039,36651,6120,144058,1264,2530,843,30.72328177,0.290633271,0.023000737,0.034487463,3.930533955,0.03061308,2.451774849,0.028154908,HIBO19-A-3-2
677.5,1037,10948,0,74,9837,86957,1123880,36182,5363,153088,1102,2489,587,31.06185396,0.302581394,0.016223537,0.030457133,4.231054115,0.02866066,2.403322094,0.028623343,HIBO19-A-3-2
678,1163,10796,0,36,9628,88372,1106482,37542,5555,156461,1220,2543,999,29.47317671,0.287571254,0.026610197,0.032496937,4.167625593,0.030978637,2.353950242,0.028776083,HIBO19-A-3-2
678.5,1171,10849,0,18,9871,87821,1118987,36946,6246,150638,1260,2396,918,30.28709468,0.293644779,0.024847074,0.034103827,4.077247875,0.031694906,2.37700969,0.027282768,HIBO19-A-3-2
679,1289,11444,0,27,9784,93484,1011086,38634,5557,161792,1084,2519,1001,26.17088575,0.296215768,0.02590982,0.028058187,4.187813843,0.033364394,2.419733913,0.026945788,HIBO19-A-3-2
679.5,1171,10755,0,27,9967,88339,1170385,34791,4470,142339,1257,2608,788,33.64045299,0.309131672,0.022649536,0.036130034,4.091259234,0.03365813,2.539133684,0.029522634,HIBO19-A-3-2
680,1232,11249,0,21,9734,95738,1072619,38449,5642,148733,1212,2701,892,27.89718848,0.292569378,0.023199563,0.031522276,3.868319072,0.032042446,2.48999974,0.028212413,HIBO19-A-3-2
680.5,1055,10110,0,73,9777,84834,1243124,33689,4792,140118,1273,2327,514,36.89999703,0.300097955,0.015257206,0.037786815,4.159161744,0.03131586,2.518151325,0.02743004,HIBO19-A-3-2
681,1062,10250,0,52,9825,90421,1144582,36222,4789,146421,1280,2450,761,31.59908343,0.282977196,0.021009331,0.03533764,4.042322346,0.029319198,2.496300591,0.027095476,HIBO19-A-3-2
681.5,1056,10812,0,93,9695,92477,1019128,39821,6459,171567,1002,2712,925,25.59272746,0.27151503,0.02322895,0.025162603,4.308455338,0.026518671,2.32231737,0.029326211,HIBO19-A-3-2
682,1021,10212,0,91,9656,87028,1123455,35775,5888,148486,1173,2399,864,31.4033543,0.285450734,0.024150943,0.03278826,4.150552061,0.028539483,2.432648498,0.027565841,HIBO19-A-3-2
682.5,1086,10505,0,53,9827,89340,1028577,37299,5520,152699,1214,2757,709,27.5765302,0.281642939,0.019008553,0.032547789,4.093916727,0.029116062,2.395238478,0.030859637,HIBO19-A-3-2
683,1212,10947,0,130,9889,92022,997733,38293,4616,160767,1067,2777,969,26.05523203,0.285874703,0.025304886,0.0278641,4.198339122,0.031650693,2.403102395,0.030177566,HIBO19-A-3-2
683.5,1188,11032,0,49,9634,90952,1022053,39132,4841,163539,1330,2372,888,26.1180875,0.281917612,0.022692426,0.033987529,4.179162833,0.030358786,2.324235919,0.02607969,HIBO19-A-3-2
684,1169,11993,0,44,9725,100176,894724,40962,4489,165877,1158,3035,818,21.84278111,0.292783555,0.019969728,0.028270104,4.049533714,0.028538646,2.445583712,0.030296678,HIBO19-A-3-2
684.5,1169,11091,0,15,9921,99837,944776,38522,3486,171960,1073,2738,635,24.52562172,0.2879134,0.016484087,0.027854213,4.463942682,0.030346296,2.591687867,0.027424702,HIBO19-A-3-2
685,1132,11556,0,71,9842,96130,943922,40593,5378,169112,1125,3005,921,23.25331954,0.284679625,0.022688641,0.027714138,4.16603848,0.027886581,2.368142291,0.031259752,HIBO19-A-3-2
685.5,1112,11155,0,0,9579,94224,944780,41951,6709,172263,1055,2554,696,22.52103645,0.265905461,0.016590784,0.025148387,4.106290672,0.026507115,2.246048962,0.027105621,HIBO19-A-3-2
686,913,9278,0,17,9786,88236,1081654,35243,4568,137651,1118,2216,419,30.69131459,0.263257952,0.011888886,0.031722612,3.905768521,0.025905854,2.503646114,0.025114466,HIBO19-A-3-2
686.5,1004,8968,0,90,9438,86138,1053561,34753,4485,144596,1006,2564,596,30.31568498,0.258049665,0.017149599,0.028947141,4.160676776,0.028889592,2.478577389,0.029766189,HIBO19-A-3-2
687,1124,10568,0,118,9519,89350,1071094,36132,6014,154329,1020,2620,1030,29.64391675,0.292483117,0.028506587,0.028229824,4.271255397,0.031108159,2.472877228,0.029322888,HIBO19-A-3-2
687.5,1018,9812,0,188,9556,84020,1105977,34048,4938,145552,1300,2447,1105,32.48287711,0.288181391,0.032454182,0.038181391,4.274906015,0.029898966,2.467692669,0.029124018,HIBO19-A-3-2
688,942,9370,0,57,9523,81311,1116149,34174,4622,148834,1256,2456,856,32.66076549,0.274185053,0.025048282,0.036753087,4.355182302,0.027564815,2.379323462,0.030205015,HIBO19-A-3-2
688.5,981,9763,0,8,9366,85840,1054620,36018,3230,159366,1224,2725,792,29.28035982,0.271058915,0.021989005,0.033983008,4.424621023,0.027236382,2.383252818,0.031745107,HIBO19-A-3-2
689,1027,9484,0,55,9436,85282,1046438,36186,4211,151210,1200,2384,523,28.91831095,0.262090311,0.014453103,0.033161996,4.17868789,0.028381142,2.356767811,0.027954316,HIBO19-A-3-2
689.5,987,9327,0,105,9523,85177,1079609,36592,4292,147886,1079,2396,588,29.50396261,0.25489178,0.016069086,0.02948732,4.041484477,0.026973109,2.327749235,0.028129659,HIBO19-A-3-2
690,1227,10732,0,17,9406,99102,954810,39211,5770,162118,1256,2947,1032,24.35056489,0.273698707,0.026319145,0.032031828,4.134503073,0.031292239,2.527403025,0.029737039,HIBO19-A-3-2
690.5,1196,10800,0,118,9380,98142,992189,39957,4222,152950,1106,2912,814,24.83141878,0.270290562,0.0203719,0.027679756,3.827864955,0.029932177,2.456190405,0.029671293,HIBO19-A-3-2
691,1162,10539,0,40,9447,85743,1118469,35287,4832,140393,1078,2441,704,31.6963471,0.298665231,0.01995069,0.030549494,3.978604018,0.032929974,2.429875025,0.028468796,HIBO19-A-3-2
691.5,984,9841,0,0,9398,84009,1069776,35982,4849,152594,1368,2338,571,29.73086543,0.27349786,0.015869046,0.03801901,4.240842644,0.027347007,2.334750709,0.027830352,HIBO19-A-3-2
692,1179,10934,0,6,9163,89582,1004154,38166,5704,166936,1338,2318,849,26.31017136,0.286485353,0.02224493,0.035057381,4.373945396,0.030891369,2.347167636,0.025875734,HIBO19-A-3-2
692.5,1048,10334,0,66,9488,89336,1079566,37198,5128,152750,1305,2322,851,29.02215173,0.277810635,0.022877574,0.035082531,4.10640357,0.028173558,2.401634496,0.025991761,HIBO19-A-3-2
693,1040,10792,0,86,9257,89956,1151849,35717,4849,150839,1385,2552,903,32.24932105,0.302153036,0.025282079,0.038777053,4.223171039,0.029117787,2.518576588,0.028369425,HIBO19-A-3-2
693.5,1206,10964,0,0,9575,90095,1036982,37963,5014,160223,1069,2267,1041,27.31559677,0.288807523,0.027421437,0.028158997,4.220504175,0.031767774,2.373231831,0.025162329,HIBO19-A-3-2
694,1074,10472,0,0,9213,85656,1200794,34944,6045,139547,1416,2330,631,34.36338141,0.299679487,0.018057463,0.040521978,3.993446658,0.03073489,2.451236264,0.027201831,HIBO19-A-3-2
694.5,1034,10408,0,12,9370,86865,1194449,35118,5715,148285,1208,2309,633,34.01244376,0.296372231,0.018024944,0.034398314,4.222478501,0.02944359,2.473517854,0.026581477,HIBO19-A-3-2
695,1072,10574,0,111,9115,90149,1157870,37008,5346,152443,1305,2309,748,31.28701902,0.285722006,0.020211846,0.035262646,4.119190445,0.02896671,2.435932771,0.025613152,HIBO19-A-3-2
695.5,963,9145,0,20,9493,79392,1278000,32013,5043,129426,1098,2158,678,39.92128198,0.285665199,0.021178896,0.034298566,4.042920064,0.030081529,2.479992503,0.02718158,HIBO19-A-3-2
696,961,8460,0,104,9147,78883,1142701,33177,5687,152337,1027,1997,783,34.44256563,0.254995931,0.023600687,0.03095518,4.591644814,0.02896585,2.377641137,0.025315974,HIBO19-A-3-2
696.5,1012,9780,0,57,8967,81962,1051624,36094,5947,147680,939,2418,770,29.13570122,0.270959162,0.021333186,0.026015404,4.09153876,0.028037901,2.27079293,0.029501476,HIBO19-A-3-2
697,1051,10025,0,0,9049,80089,1283469,32446,5292,137160,1349,2105,537,39.55707946,0.308974912,0.016550576,0.041576774,4.227331566,0.032392283,2.468378228,0.02628326,HIBO19-A-3-2
697.5,896,8789,0,0,9049,75361,1394218,29253,6586,118654,1389,1814,737,47.66068437,0.300447817,0.025193997,0.04748231,4.056130995,0.030629337,2.576180221,0.024070806,HIBO19-A-3-2
698,968,10007,0,0,9145,84642,1172731,33429,5086,157190,1153,2077,730,35.08124682,0.299350863,0.021837327,0.034491011,4.702204673,0.028956894,2.53199318,0.024538645,HIBO19-A-3-2
698.5,1102,9852,0,0,9154,87278,1158393,35506,4753,145833,1387,2565,906,32.6252746,0.27747423,0.025516814,0.03906382,4.107277643,0.031037008,2.458119754,0.029388849,HIBO19-A-3-2
699,1077,9534,0,0,9259,84760,1191113,33780,5022,133699,1347,2464,691,35.26089402,0.282238011,0.020455891,0.039875666,3.957933689,0.031882771,2.509177028,0.029070316,HIBO19-A-3-2
699.5,905,8964,0,0,8962,76345,1334904,29811,5896,124675,1448,2072,932,44.77890711,0.300694375,0.031263628,0.048572675,4.182181074,0.030357922,2.560967428,0.027139957,HIBO19-A-3-2
700,1672,11494,0,146,9327,140822,608287,50036,4053,167962,1004,4140,716,12.15698697,0.229714605,0.014309697,0.020065553,3.356823087,0.033415941,2.814413622,0.029398816,HIBO19-A-3-2
700.5,1073,9814,0,0,8822,88039,1289108,33885,4262,128528,1292,2315,931,38.04361812,0.289626678,0.027475284,0.038128966,3.793064778,0.031665929,2.598170282,0.026295165,HIBO19-A-3-2
701,1127,11221,0,0,8929,91493,1079696,38139,5197,171705,1312,2718,882,28.30949946,0.294213273,0.023125934,0.034400482,4.50208448,0.029549805,2.398935473,0.029707191,HIBO19-A-3-2
701.5,1119,10835,0,0,9139,85547,1237847,34481,4016,145689,1242,2280,891,35.89939387,0.314231026,0.025840318,0.036019837,4.225196485,0.032452655,2.48098953,0.026652016,HIBO19-A-3-2
702,1015,10412,0,0,9216,82846,1292008,33758,4737,141366,1413,1899,619,38.27264648,0.308430594,0.018336394,0.041856745,4.187629599,0.030066947,2.45411458,0.022922048,HIBO19-A-3-2
702.5,1187,11225,0,0,9063,88601,1234486,35636,4037,140258,1337,2334,573,34.64154226,0.314990459,0.016079246,0.03751824,3.935851386,0.033309013,2.486277921,0.026342818,HIBO19-A-3-2
703,1097,11549,0,0,9072,89566,1244099,35894,6275,140517,1226,2122,790,34.66036106,0.321752939,0.022009249,0.034156126,3.914776843,0.030562211,2.495291692,0.023692026,HIBO19-A-3-2
703.5,1194,11254,0,0,9104,84889,1289655,35152,7539,145023,1394,2442,969,36.68795517,0.320152481,0.027565999,0.03965635,4.125597406,0.033966773,2.414912381,0.028766978,HIBO19-A-3-2
704,1226,11328,0,0,9034,88175,1249099,35081,5925,147707,1195,2050,590,35.60614008,0.322909837,0.016818221,0.034064023,4.210455802,0.034947692,2.513468829,0.02324922,HIBO19-A-3-2
704.5,1278,12026,0,0,8818,94376,1079124,37937,5091,166595,1147,2508,783,28.44515908,0.316999236,0.020639481,0.030234336,4.391359359,0.033687429,2.487703298,0.026574553,HIBO19-A-3-2
705,1022,10328,0,0,9168,84098,1325852,33100,5690,135829,1351,2114,805,40.05595166,0.312024169,0.024320242,0.04081571,4.103595166,0.030876133,2.540725076,0.02513734,HIBO19-A-3-2
705.5,1102,10993,0,0,9198,84473,1282430,33253,5350,142079,1333,2091,666,38.56584368,0.330586714,0.020028268,0.040086609,4.272667128,0.033139867,2.540312152,0.024753472,HIBO19-A-3-2
706,1190,11582,0,0,9070,90848,1220881,35231,5053,141928,1340,2469,729,34.65360052,0.328744572,0.020692004,0.038034685,4.02849763,0.033777071,2.578638131,0.027177263,HIBO19-A-3-2
706.5,1208,11007,0,0,9163,88404,1330596,33871,4131,134808,1386,2183,799,39.28422544,0.324968262,0.023589501,0.040919961,3.980041924,0.035664728,2.610020371,0.024693453,HIBO19-A-3-2
707,944,8834,0,0,9360,78487,1399552,29049,5819,122496,1707,2019,566,48.17900788,0.304106854,0.01948432,0.05876278,4.216874935,0.032496816,2.701883025,0.025724005,HIBO19-A-3-2
707.5,1135,10021,0,0,9145,85380,1296965,30830,3732,128963,1384,2441,522,42.06827765,0.325040545,0.01693156,0.04489134,4.183036004,0.036814791,2.769380474,0.028589834,HIBO19-A-3-2
708,1479,11648,0,0,9368,126446,915781,42044,4751,150387,1407,3574,692,21.78149082,0.277043098,0.016458948,0.033464941,3.576895633,0.035177433,3.007468366,0.02826503,HIBO19-A-3-2
708.5,1158,10372,0,0,9001,93358,1065910,36346,4614,157576,1162,2608,802,29.32674847,0.285368404,0.022065702,0.031970506,4.33544269,0.031860452,2.568590767,0.027935474,HIBO19-A-3-2
709,996,9783,0,0,9043,85420,1177994,34486,6183,146794,1230,2350,896,34.15861509,0.283680334,0.025981558,0.035666647,4.256625877,0.028881285,2.476947167,0.027511122,HIBO19-A-3-2
709.5,941,9153,0,0,9069,77941,1327745,30277,4753,132138,1337,2075,883,43.85325495,0.302308683,0.029164052,0.044158933,4.364302936,0.031079697,2.574264293,0.026622702,HIBO19-A-3-2
710,961,9856,0,0,9175,84767,1148723,35171,4577,148920,1222,2528,815,32.66108442,0.280230872,0.0231725,0.034744534,4.234170197,0.027323647,2.410139035,0.029822926,HIBO19-A-3-2
710.5,1231,11982,0,0,8950,96496,1027712,39146,4888,162397,1049,2678,841,26.25330813,0.306084913,0.021483676,0.026797118,4.148495376,0.03144638,2.465028355,0.027752446,HIBO19-A-3-2
711,931,9759,0,0,8950,86273,1173602,34869,5685,137148,1361,2541,744,33.65746078,0.279876108,0.021337004,0.039031805,3.933235826,0.026699934,2.474203447,0.029453015,HIBO19-A-3-2
711.5,1176,11087,0,0,8994,89881,1225416,33822,5673,145663,1228,2375,759,36.23132872,0.327804388,0.022441015,0.036307729,4.306753001,0.034770268,2.657471468,0.026423827,HIBO19-A-3-2
712,1392,12543,0,143,8998,112739,856933,44070,5135,191866,1305,3185,817,19.44481507,0.284615385,0.018538688,0.029611981,4.353664624,0.031586113,2.558180168,0.028251093,HIBO19-A-3-2
712.5,1190,12035,0,0,8983,89682,1219131,36975,4443,150061,1201,2358,773,32.97176471,0.325490196,0.020906018,0.032481406,4.058444895,0.032183908,2.425476673,0.026292902,HIBO19-A-3-2
713,1033,10574,0,0,9113,83621,1156624,35118,3998,149102,1142,2284,577,32.93536078,0.301099151,0.016430321,0.032518936,4.245742924,0.029415115,2.381143573,0.027313713,HIBO19-A-3-2
713.5,1100,11082,0,0,8912,90761,1111453,37876,4369,151128,1059,2612,777,29.34451896,0.292586334,0.02051431,0.027959658,3.990072869,0.029042138,2.396266765,0.028778881,HIBO19-A-3-2
714,1038,10175,0,0,8918,85609,1257335,32709,5507,130611,1344,2236,689,38.4400318,0.311076462,0.021064539,0.041089608,3.993121159,0.031734385,2.617291877,0.026118749,HIBO19-A-3-2
714.5,975,10100,0,0,8822,84601,1196396,34889,5115,143058,1316,2189,863,34.29149589,0.289489524,0.02473559,0.037719625,4.100375477,0.027945771,2.424861704,0.025874399,HIBO19-A-3-2
715,1071,10841,0,0,9070,85075,1264188,33963,6178,141391,1252,2242,719,37.22250685,0.319200306,0.021170097,0.036863646,4.163089244,0.031534317,2.504931838,0.026353218,HIBO19-A-3-2
715.5,1116,10303,0,0,9263,82736,1266643,32560,6083,139546,1399,2072,737,38.90181204,0.316431204,0.022635135,0.04296683,4.285810811,0.034275184,2.541031941,0.025043512,HIBO19-A-3-2
716,1055,10219,0,0,9236,81381,1331713,32224,6232,130603,1399,2181,604,41.32674404,0.317123883,0.018743793,0.043414846,4.052972939,0.032739573,2.525477905,0.026799867,HIBO19-A-3-2
716.5,990,10263,0,0,9129,82703,1473931,31483,5137,134011,1402,2163,611,46.81672649,0.325985452,0.019407299,0.04453197,4.256614681,0.031445542,2.626909761,0.026153828,HIBO19-A-3-2
717,1189,11007,0,0,9239,86818,1246742,35572,6250,149346,1308,2239,663,35.04840886,0.309428764,0.018638255,0.036770494,4.198414483,0.033425166,2.44062746,0.025789583,HIBO19-A-3-2
717.5,1095,10856,0,0,9177,84659,1229889,34047,4947,147576,1213,2236,730,36.12327077,0.31885335,0.021440949,0.035627221,4.334478809,0.032161424,2.486533322,0.02641184,HIBO19-A-3-2
718,1187,11546,0,0,9153,87942,1159002,36828,4741,163191,1326,2535,971,31.47067449,0.313511459,0.026365809,0.036005213,4.431166504,0.032230911,2.387911372,0.028825817,HIBO19-A-3-2
718.5,1152,10361,0,0,9312,91264,1149543,36740,4428,150735,1363,2496,894,31.28859554,0.28200871,0.024333152,0.03709853,4.102749047,0.031355471,2.484050082,0.027349229,HIBO19-A-3-2
719,1103,10375,0,0,9087,90582,1174538,36489,4791,138991,1343,2257,896,32.18882403,0.284332265,0.024555345,0.036805613,3.809120557,0.030228288,2.482446765,0.02491665,HIBO19-A-3-2
719.5,1093,10385,0,0,9121,90648,1179943,36659,4982,146522,1216,2451,917,32.18699364,0.283286505,0.025014321,0.033170572,3.996890259,0.029815325,2.472735208,0.027038655,HIBO19-A-3-2
720,1161,10728,0,293,8931,90744,1024755,38557,5266,180692,1172,2440,768,26.57766424,0.278237415,0.019918562,0.030396556,4.686360453,0.030111264,2.353502607,0.02688883,HIBO19-A-3-2
720.5,1066,10446,0,38,9232,87511,1272828,34332,5827,138654,1241,2149,876,37.07409997,0.304264243,0.025515554,0.036147035,4.038622859,0.03104975,2.548963067,0.024556913,HIBO19-A-3-2
721,1099,10848,0,27,9630,89455,1175991,34021,4836,141062,1399,2306,863,34.56662062,0.318861879,0.025366685,0.04112166,4.14632139,0.032303577,2.629405367,0.025778324,HIBO19-A-3-2
721.5,1202,11400,0,0,9552,92517,1163089,35315,5245,144858,1054,2203,545,32.93470197,0.322809005,0.015432536,0.029845675,4.101883053,0.034036528,2.619764972,0.02381184,HIBO19-A-3-2
722,1131,11061,0,0,9236,95018,1119024,35334,4698,146060,1058,2591,574,31.66989302,0.313041263,0.016244977,0.029942831,4.133695591,0.03200883,2.689137941,0.027268518,HIBO19-A-3-2
722.5,1126,10889,0,0,9215,88455,1291219,33809,4800,134624,1178,2502,736,38.19157621,0.322074004,0.021769351,0.034842793,3.981898311,0.033304741,2.616315182,0.028285569,HIBO19-A-3-2
723,1152,11426,0,0,9447,87605,1283645,34360,3575,137600,1503,2470,960,37.35870198,0.332537835,0.027939464,0.043742724,4.004656577,0.033527357,2.549621653,0.028194738,HIBO19-A-3-2
723.5,1208,11776,0,0,9257,93466,1180287,35324,5332,145600,1242,2217,634,33.41317518,0.333371079,0.017948137,0.035160231,4.121843506,0.034197713,2.645963085,0.023719855,HIBO19-A-3-2
724,1111,10705,0,0,9437,89489,1255542,34123,6352,139472,1368,2291,768,36.79459602,0.31371802,0.022506814,0.040090262,4.087331126,0.032558685,2.62254198,0.025600912,HIBO19-A-3-2
724.5,1297,11345,0,0,9300,96488,1276493,34552,4893,138094,1198,2596,599,36.94411322,0.328345682,0.017336189,0.034672378,3.996700625,0.037537624,2.792544571,0.0269049,HIBO19-A-3-2
725,1284,11926,0,0,9258,92291,1238853,35556,4201,141691,1339,2246,656,34.8423051,0.335414557,0.018449769,0.037658904,3.985009562,0.036112049,2.595651929,0.024336067,HIBO19-A-3-2
725.5,1180,11599,0,0,9436,87140,1305473,35140,4696,139163,1340,2216,928,37.15062607,0.330079681,0.026408651,0.038133182,3.960244735,0.033579966,2.479795105,0.025430342,HIBO19-A-3-2
